Scenario,Feature Combo,Model,Channel,Precision,Recall,F1 Score,Accuracy
AD vs FTD,Frequency+Graph_MI+Graph_PLV,Random Forest,11,0.25925925925925924,0.3333333333333333,0.2916666666666667,0.3333333333333333
AD vs FTD,Frequency+Graph_MI+Graph_PLV,XGBoost,11,0.46296296296296297,0.5,0.46875,0.5
AD vs FTD,Frequency+Graph_MI+Graph_PLV,Random Forest,12,0.75,0.75,0.7444444444444445,0.75
AD vs FTD,Frequency+Graph_MI+Graph_PLV,XGBoost,12,0.5,0.5,0.5,0.5
AD vs FTD,Frequency+Graph_MI+Graph_PLV,Random Forest,13,0.2916666666666667,0.4166666666666667,0.34313725490196084,0.4166666666666667
AD vs FTD,Frequency+Graph_MI+Graph_PLV,XGBoost,13,0.25925925925925924,0.3333333333333333,0.2916666666666667,0.3333333333333333
AD vs FTD,Frequency+Graph_MI+Graph_PLV,Random Forest,14,0.46296296296296297,0.5,0.46875,0.5
AD vs FTD,Frequency+Graph_MI+Graph_PLV,XGBoost,14,0.7047619047619048,0.6666666666666666,0.6666666666666666,0.6666666666666666
AD vs FTD,Frequency+Graph_MI+Graph_PLV,Random Forest,15,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666
AD vs FTD,Frequency+Graph_MI+Graph_PLV,XGBoost,15,0.75,0.75,0.7444444444444445,0.75
AD vs FTD,Frequency+Graph_MI+Graph_PLV,Random Forest,16,0.6666666666666666,0.6666666666666666,0.6458333333333334,0.6666666666666666
AD vs FTD,Frequency+Graph_MI+Graph_PLV,XGBoost,16,0.5583333333333333,0.5833333333333334,0.530812324929972,0.5833333333333334
AD vs FTD,Frequency+Graph_MI+Graph_PLV,Random Forest,17,0.5729166666666666,0.5833333333333334,0.5740740740740741,0.5833333333333334
AD vs FTD,Frequency+Graph_MI+Graph_PLV,XGBoost,17,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.8333333333333334
AD vs FTD,Frequency+Graph_MI+Graph_PLV,Random Forest,18,0.75,0.75,0.7444444444444445,0.75
AD vs FTD,Frequency+Graph_MI+Graph_PLV,XGBoost,18,0.5583333333333333,0.5833333333333334,0.530812324929972,0.5833333333333334
AD Male vs Female,Frequency+Graph_MI+Graph_PLV,Random Forest,0,0.6041666666666666,0.625,0.6045454545454546,0.625
AD Male vs Female,Frequency+Graph_MI+Graph_PLV,XGBoost,0,0.75,0.75,0.75,0.75
AD Male vs Female,Frequency+Graph_MI+Graph_PLV,Random Forest,1,0.6041666666666666,0.625,0.6045454545454546,0.625
AD Male vs Female,Frequency+Graph_MI+Graph_PLV,XGBoost,1,0.6041666666666666,0.625,0.6045454545454546,0.625
AD Male vs Female,Frequency+Graph_MI+Graph_PLV,Random Forest,2,0.6041666666666666,0.625,0.6045454545454546,0.625
AD Male vs Female,Frequency+Graph_MI+Graph_PLV,XGBoost,2,0.8214285714285714,0.75,0.7083333333333334,0.75
AD Male vs Female,Frequency+Graph_MI+Graph_PLV,Random Forest,3,0.8958333333333334,0.875,0.8681818181818182,0.875
AD Male vs Female,Frequency+Graph_MI+Graph_PLV,XGBoost,3,0.8214285714285714,0.75,0.7083333333333334,0.75
AD Male vs Female,Frequency+Graph_MI+Graph_PLV,Random Forest,4,0.6041666666666666,0.625,0.6045454545454546,0.625
AD Male vs Female,Frequency+Graph_MI+Graph_PLV,XGBoost,4,0.6041666666666666,0.625,0.6045454545454546,0.625
AD Male vs Female,Frequency+Graph_MI+Graph_PLV,Random Forest,5,0.3571428571428571,0.5,0.41666666666666663,0.5
AD Male vs Female,Frequency+Graph_MI+Graph_PLV,XGBoost,5,0.3571428571428571,0.5,0.41666666666666663,0.5
AD Male vs Female,Frequency+Graph_MI+Graph_PLV,Random Forest,6,0.5,0.5,0.5,0.5
AD Male vs Female,Frequency+Graph_MI+Graph_PLV,XGBoost,6,0.3571428571428571,0.5,0.41666666666666663,0.5
AD Male vs Female,Frequency+Graph_MI+Graph_PLV,Random Forest,7,0.6041666666666666,0.625,0.6045454545454546,0.625
AD Male vs Female,Frequency+Graph_MI+Graph_PLV,XGBoost,7,0.3571428571428571,0.5,0.41666666666666663,0.5
AD Male vs Female,Frequency+Graph_MI+Graph_PLV,Random Forest,8,0.3571428571428571,0.5,0.41666666666666663,0.5
AD Male vs Female,Frequency+Graph_MI+Graph_PLV,XGBoost,8,0.6041666666666666,0.625,0.6045454545454546,0.625
AD Male vs Female,Frequency+Graph_MI+Graph_PLV,Random Forest,9,0.5,0.5,0.5,0.5
AD Male vs Female,Frequency+Graph_MI+Graph_PLV,XGBoost,9,0.5666666666666667,0.5,0.5,0.5
AD Male vs Female,Frequency+Graph_MI+Graph_PLV,Random Forest,10,0.6041666666666666,0.625,0.6045454545454546,0.625
AD Male vs Female,Frequency+Graph_MI+Graph_PLV,XGBoost,10,0.390625,0.625,0.4807692307692308,0.625
AD Male vs Female,Frequency+Graph_MI+Graph_PLV,Random Forest,11,0.6041666666666666,0.625,0.6045454545454546,0.625
AD Male vs Female,Frequency+Graph_MI+Graph_PLV,XGBoost,11,0.5,0.5,0.5,0.5
AD Male vs Female,Frequency+Graph_MI+Graph_PLV,Random Forest,12,0.75,0.75,0.75,0.75
AD Male vs Female,Frequency+Graph_MI+Graph_PLV,XGBoost,12,0.40625,0.375,0.38492063492063494,0.375
AD Male vs Female,Frequency+Graph_MI+Graph_PLV,Random Forest,13,0.6041666666666666,0.625,0.6045454545454546,0.625
AD Male vs Female,Frequency+Graph_MI+Graph_PLV,XGBoost,13,0.8214285714285714,0.75,0.7083333333333334,0.75
AD Male vs Female,Frequency+Graph_MI+Graph_PLV,Random Forest,14,0.6041666666666666,0.625,0.6045454545454546,0.625
AD Male vs Female,Frequency+Graph_MI+Graph_PLV,XGBoost,14,0.6041666666666666,0.625,0.6045454545454546,0.625
AD Male vs Female,Frequency+Graph_MI+Graph_PLV,Random Forest,15,0.6041666666666666,0.625,0.6045454545454546,0.625
AD Male vs Female,Frequency+Graph_MI+Graph_PLV,XGBoost,15,0.6041666666666666,0.625,0.6045454545454546,0.625
AD Male vs Female,Frequency+Graph_MI+Graph_PLV,Random Forest,16,0.5,0.5,0.5,0.5
AD Male vs Female,Frequency+Graph_MI+Graph_PLV,XGBoost,16,0.3125,0.375,0.3409090909090909,0.375
AD Male vs Female,Frequency+Graph_MI+Graph_PLV,Random Forest,17,0.5,0.5,0.5,0.5
AD Male vs Female,Frequency+Graph_MI+Graph_PLV,XGBoost,17,0.25,0.25,0.25,0.25
AD Male vs Female,Frequency+Graph_MI+Graph_PLV,Random Forest,18,0.6041666666666666,0.625,0.6045454545454546,0.625
AD Male vs Female,Frequency+Graph_MI+Graph_PLV,XGBoost,18,0.8214285714285714,0.75,0.7083333333333334,0.75
FTD Male vs Female,Frequency+Graph_MI+Graph_PLV,Random Forest,0,0.36,0.6,0.45,0.6
FTD Male vs Female,Frequency+Graph_MI+Graph_PLV,XGBoost,0,0.3,0.4,0.34285714285714286,0.4
FTD Male vs Female,Frequency+Graph_MI+Graph_PLV,Random Forest,1,0.8666666666666666,0.8,0.8,0.8
FTD Male vs Female,Frequency+Graph_MI+Graph_PLV,XGBoost,1,0.4333333333333333,0.4,0.4,0.4
FTD Male vs Female,Frequency+Graph_MI+Graph_PLV,Random Forest,2,0.3,0.4,0.34285714285714286,0.4
FTD Male vs Female,Frequency+Graph_MI+Graph_PLV,XGBoost,2,0.6,0.6,0.6,0.6
FTD Male vs Female,Frequency+Graph_MI+Graph_PLV,Random Forest,3,0.6,0.6,0.6,0.6
FTD Male vs Female,Frequency+Graph_MI+Graph_PLV,XGBoost,3,0.6,0.6,0.6,0.6
FTD Male vs Female,Frequency+Graph_MI+Graph_PLV,Random Forest,4,0.6,0.6,0.6,0.6
FTD Male vs Female,Frequency+Graph_MI+Graph_PLV,XGBoost,4,0.36,0.6,0.45,0.6
FTD Male vs Female,Frequency+Graph_MI+Graph_PLV,Random Forest,5,0.8,0.6,0.5666666666666667,0.6
FTD Male vs Female,Frequency+Graph_MI+Graph_PLV,XGBoost,5,0.3,0.4,0.34285714285714286,0.4
FTD Male vs Female,Frequency+Graph_MI+Graph_PLV,Random Forest,6,0.4333333333333333,0.4,0.4,0.4
FTD Male vs Female,Frequency+Graph_MI+Graph_PLV,XGBoost,6,0.36,0.6,0.45,0.6
FTD Male vs Female,Frequency+Graph_MI+Graph_PLV,Random Forest,7,0.6,0.6,0.6,0.6
FTD Male vs Female,Frequency+Graph_MI+Graph_PLV,XGBoost,7,0.6,0.6,0.6,0.6
FTD Male vs Female,Frequency+Graph_MI+Graph_PLV,Random Forest,8,0.36,0.6,0.45,0.6
FTD Male vs Female,Frequency+Graph_MI+Graph_PLV,XGBoost,8,0.36,0.6,0.45,0.6
FTD Male vs Female,Frequency+Graph_MI+Graph_PLV,Random Forest,9,0.8,0.6,0.5666666666666667,0.6
FTD Male vs Female,Frequency+Graph_MI+Graph_PLV,XGBoost,9,0.4333333333333333,0.4,0.4,0.4
FTD Male vs Female,Frequency+Graph_MI+Graph_PLV,Random Forest,10,0.3,0.4,0.34285714285714286,0.4
FTD Male vs Female,Frequency+Graph_MI+Graph_PLV,XGBoost,10,0.6,0.6,0.6,0.6
FTD Male vs Female,Frequency+Graph_MI+Graph_PLV,Random Forest,11,0.3,0.4,0.34285714285714286,0.4
FTD Male vs Female,Frequency+Graph_MI+Graph_PLV,XGBoost,11,0.36,0.6,0.45,0.6
FTD Male vs Female,Frequency+Graph_MI+Graph_PLV,Random Forest,12,0.85,0.8,0.7809523809523808,0.8
FTD Male vs Female,Frequency+Graph_MI+Graph_PLV,XGBoost,12,0.2,0.2,0.2,0.2
FTD Male vs Female,Frequency+Graph_MI+Graph_PLV,Random Forest,13,0.85,0.8,0.7809523809523808,0.8
FTD Male vs Female,Frequency+Graph_MI+Graph_PLV,XGBoost,13,0.85,0.8,0.7809523809523808,0.8
FTD Male vs Female,Frequency+Graph_MI+Graph_PLV,Random Forest,14,0.85,0.8,0.7809523809523808,0.8
FTD Male vs Female,Frequency+Graph_MI+Graph_PLV,XGBoost,14,0.85,0.8,0.7809523809523808,0.8
FTD Male vs Female,Frequency+Graph_MI+Graph_PLV,Random Forest,15,0.36,0.6,0.45,0.6
FTD Male vs Female,Frequency+Graph_MI+Graph_PLV,XGBoost,15,0.2,0.2,0.2,0.2
FTD Male vs Female,Frequency+Graph_MI+Graph_PLV,Random Forest,16,0.85,0.8,0.7809523809523808,0.8
FTD Male vs Female,Frequency+Graph_MI+Graph_PLV,XGBoost,16,0.85,0.8,0.7809523809523808,0.8
FTD Male vs Female,Frequency+Graph_MI+Graph_PLV,Random Forest,17,0.85,0.8,0.7809523809523808,0.8
FTD Male vs Female,Frequency+Graph_MI+Graph_PLV,XGBoost,17,0.85,0.8,0.7809523809523808,0.8
FTD Male vs Female,Frequency+Graph_MI+Graph_PLV,Random Forest,18,1.0,1.0,1.0,1.0
FTD Male vs Female,Frequency+Graph_MI+Graph_PLV,XGBoost,18,0.36,0.6,0.45,0.6
Healthy vs Patient,Frequency+Graph_MI+Graph_Corr,Random Forest,0,0.7738095238095238,0.7777777777777778,0.764102564102564,0.7777777777777778
Healthy vs Patient,Frequency+Graph_MI+Graph_Corr,XGBoost,0,0.625,0.6666666666666666,0.6071428571428572,0.6666666666666666
Healthy vs Patient,Frequency+Graph_MI+Graph_Corr,Random Forest,1,0.735930735930736,0.7222222222222222,0.7268673355629878,0.7222222222222222
Healthy vs Patient,Frequency+Graph_MI+Graph_Corr,XGBoost,1,0.5948717948717949,0.6111111111111112,0.6012121212121212,0.6111111111111112
Healthy vs Patient,Frequency+Graph_MI+Graph_Corr,Random Forest,2,0.511904761904762,0.5555555555555556,0.5282051282051281,0.5555555555555556
Healthy vs Patient,Frequency+Graph_MI+Graph_Corr,XGBoost,2,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666
Healthy vs Patient,Frequency+Graph_MI+Graph_Corr,Random Forest,3,0.6428571428571428,0.6666666666666666,0.6461538461538462,0.6666666666666666
Healthy vs Patient,Frequency+Graph_MI+Graph_Corr,XGBoost,3,0.6428571428571428,0.6666666666666666,0.6461538461538462,0.6666666666666666
Healthy vs Patient,Frequency+Graph_MI+Graph_Corr,Random Forest,4,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666
Healthy vs Patient,Frequency+Graph_MI+Graph_Corr,XGBoost,4,0.8083333333333333,0.7777777777777778,0.7835497835497836,0.7777777777777778
Healthy vs Patient,Frequency+Graph_MI+Graph_Corr,Random Forest,5,0.6428571428571428,0.6666666666666666,0.6461538461538462,0.6666666666666666
Healthy vs Patient,Frequency+Graph_MI+Graph_Corr,XGBoost,5,0.7738095238095238,0.7777777777777778,0.764102564102564,0.7777777777777778
Healthy vs Patient,Frequency+Graph_MI+Graph_Corr,Random Forest,6,0.511904761904762,0.5555555555555556,0.5282051282051281,0.5555555555555556
Healthy vs Patient,Frequency+Graph_MI+Graph_Corr,XGBoost,6,0.7738095238095238,0.7777777777777778,0.764102564102564,0.7777777777777778
Healthy vs Patient,Frequency+Graph_MI+Graph_Corr,Random Forest,7,0.5555555555555556,0.6111111111111112,0.5679012345679013,0.6111111111111112
Healthy vs Patient,Frequency+Graph_MI+Graph_Corr,XGBoost,7,0.711111111111111,0.7222222222222222,0.691358024691358,0.7222222222222222
Healthy vs Patient,Frequency+Graph_MI+Graph_Corr,Random Forest,8,0.5948717948717949,0.6111111111111112,0.6012121212121212,0.6111111111111112
Healthy vs Patient,Frequency+Graph_MI+Graph_Corr,XGBoost,8,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666
Healthy vs Patient,Frequency+Graph_MI+Graph_Corr,Random Forest,9,0.7738095238095238,0.7777777777777778,0.764102564102564,0.7777777777777778
Healthy vs Patient,Frequency+Graph_MI+Graph_Corr,XGBoost,9,0.7777777777777778,0.7777777777777778,0.7777777777777778,0.7777777777777778
Healthy vs Patient,Frequency+Graph_MI+Graph_Corr,Random Forest,10,0.5555555555555556,0.6111111111111112,0.5679012345679013,0.6111111111111112
Healthy vs Patient,Frequency+Graph_MI+Graph_Corr,XGBoost,10,0.6428571428571428,0.6666666666666666,0.6461538461538462,0.6666666666666666
Healthy vs Patient,Frequency+Graph_MI+Graph_Corr,Random Forest,11,0.711111111111111,0.7222222222222222,0.691358024691358,0.7222222222222222
Healthy vs Patient,Frequency+Graph_MI+Graph_Corr,XGBoost,11,0.7738095238095238,0.7777777777777778,0.764102564102564,0.7777777777777778
Healthy vs Patient,Frequency+Graph_MI+Graph_Corr,Random Forest,12,0.625,0.6666666666666666,0.6071428571428572,0.6666666666666666
Healthy vs Patient,Frequency+Graph_MI+Graph_Corr,XGBoost,12,0.711111111111111,0.7222222222222222,0.691358024691358,0.7222222222222222
Healthy vs Patient,Frequency+Graph_MI+Graph_Corr,Random Forest,13,0.6428571428571428,0.6666666666666666,0.6461538461538462,0.6666666666666666
Healthy vs Patient,Frequency+Graph_MI+Graph_Corr,XGBoost,13,0.9487179487179487,0.9444444444444444,0.9430303030303029,0.9444444444444444
Healthy vs Patient,Frequency+Graph_MI+Graph_Corr,Random Forest,14,0.711111111111111,0.7222222222222222,0.691358024691358,0.7222222222222222
Healthy vs Patient,Frequency+Graph_MI+Graph_Corr,XGBoost,14,0.6428571428571428,0.6666666666666666,0.6461538461538462,0.6666666666666666
Healthy vs Patient,Frequency+Graph_MI+Graph_Corr,Random Forest,15,0.511904761904762,0.5555555555555556,0.5282051282051281,0.5555555555555556
Healthy vs Patient,Frequency+Graph_MI+Graph_Corr,XGBoost,15,0.7128205128205128,0.7222222222222222,0.7151515151515153,0.7222222222222222
Healthy vs Patient,Frequency+Graph_MI+Graph_Corr,Random Forest,16,0.8333333333333334,0.7777777777777778,0.738095238095238,0.7777777777777778
Healthy vs Patient,Frequency+Graph_MI+Graph_Corr,XGBoost,16,0.7738095238095238,0.7777777777777778,0.764102564102564,0.7777777777777778
Healthy vs Patient,Frequency+Graph_MI+Graph_Corr,Random Forest,17,0.711111111111111,0.7222222222222222,0.691358024691358,0.7222222222222222
Healthy vs Patient,Frequency+Graph_MI+Graph_Corr,XGBoost,17,0.7128205128205128,0.7222222222222222,0.7151515151515153,0.7222222222222222
Healthy vs Patient,Frequency+Graph_MI+Graph_Corr,Random Forest,18,0.8441558441558441,0.8333333333333334,0.8361204013377928,0.8333333333333334
Healthy vs Patient,Frequency+Graph_MI+Graph_Corr,XGBoost,18,0.7777777777777778,0.7777777777777778,0.7777777777777778,0.7777777777777778
Healthy vs AD,Frequency+Graph_MI+Graph_Corr,Random Forest,0,0.7783882783882785,0.7692307692307693,0.7692307692307693,0.7692307692307693
Healthy vs AD,Frequency+Graph_MI+Graph_Corr,XGBoost,0,0.5384615384615384,0.5384615384615384,0.5384615384615384,0.5384615384615384
Healthy vs AD,Frequency+Graph_MI+Graph_Corr,Random Forest,1,0.7730769230769231,0.7692307692307693,0.7664335664335665,0.7692307692307693
Healthy vs AD,Frequency+Graph_MI+Graph_Corr,XGBoost,1,0.6923076923076923,0.6923076923076923,0.6923076923076923,0.6923076923076923
Healthy vs AD,Frequency+Graph_MI+Graph_Corr,Random Forest,2,0.5299145299145299,0.5384615384615384,0.5211538461538462,0.5384615384615384
Healthy vs AD,Frequency+Graph_MI+Graph_Corr,XGBoost,2,0.5299145299145299,0.5384615384615384,0.5211538461538462,0.5384615384615384
Healthy vs AD,Frequency+Graph_MI+Graph_Corr,Random Forest,3,0.4538461538461539,0.46153846153846156,0.455011655011655,0.46153846153846156
Healthy vs AD,Frequency+Graph_MI+Graph_Corr,XGBoost,3,0.3884615384615385,0.38461538461538464,0.3772893772893772,0.38461538461538464
Healthy vs AD,Frequency+Graph_MI+Graph_Corr,Random Forest,4,0.6307692307692307,0.6153846153846154,0.5852187028657616,0.6153846153846154
Healthy vs AD,Frequency+Graph_MI+Graph_Corr,XGBoost,4,0.6227106227106227,0.6153846153846154,0.6153846153846154,0.6153846153846154
Healthy vs AD,Frequency+Graph_MI+Graph_Corr,Random Forest,5,0.6134615384615384,0.6153846153846154,0.6107226107226107,0.6153846153846154
Healthy vs AD,Frequency+Graph_MI+Graph_Corr,XGBoost,5,0.5384615384615384,0.5384615384615384,0.5384615384615384,0.5384615384615384
Healthy vs AD,Frequency+Graph_MI+Graph_Corr,Random Forest,6,0.5299145299145299,0.5384615384615384,0.5211538461538462,0.5384615384615384
Healthy vs AD,Frequency+Graph_MI+Graph_Corr,XGBoost,6,0.6227106227106227,0.6153846153846154,0.6153846153846154,0.6153846153846154
Healthy vs AD,Frequency+Graph_MI+Graph_Corr,Random Forest,7,0.28994082840236685,0.5384615384615384,0.37692307692307686,0.5384615384615384
Healthy vs AD,Frequency+Graph_MI+Graph_Corr,XGBoost,7,0.7756410256410257,0.6153846153846154,0.5286292654713708,0.6153846153846154
Healthy vs AD,Frequency+Graph_MI+Graph_Corr,Random Forest,8,0.6307692307692307,0.6153846153846154,0.5852187028657616,0.6153846153846154
Healthy vs AD,Frequency+Graph_MI+Graph_Corr,XGBoost,8,0.5299145299145299,0.5384615384615384,0.5211538461538462,0.5384615384615384
Healthy vs AD,Frequency+Graph_MI+Graph_Corr,Random Forest,9,0.6134615384615384,0.6153846153846154,0.6107226107226107,0.6153846153846154
Healthy vs AD,Frequency+Graph_MI+Graph_Corr,XGBoost,9,0.7730769230769231,0.7692307692307693,0.7664335664335665,0.7692307692307693
Healthy vs AD,Frequency+Graph_MI+Graph_Corr,Random Forest,10,0.804195804195804,0.6923076923076923,0.6495726495726496,0.6923076923076923
Healthy vs AD,Frequency+Graph_MI+Graph_Corr,XGBoost,10,0.6307692307692307,0.6153846153846154,0.5852187028657616,0.6153846153846154
Healthy vs AD,Frequency+Graph_MI+Graph_Corr,Random Forest,11,0.7051282051282051,0.6923076923076923,0.6807692307692308,0.6923076923076923
Healthy vs AD,Frequency+Graph_MI+Graph_Corr,XGBoost,11,0.7051282051282051,0.6923076923076923,0.6807692307692308,0.6923076923076923
Healthy vs AD,Frequency+Graph_MI+Graph_Corr,Random Forest,12,0.804195804195804,0.6923076923076923,0.6495726495726496,0.6923076923076923
Healthy vs AD,Frequency+Graph_MI+Graph_Corr,XGBoost,12,0.804195804195804,0.6923076923076923,0.6495726495726496,0.6923076923076923
Healthy vs AD,Frequency+Graph_MI+Graph_Corr,Random Forest,13,0.7051282051282051,0.6923076923076923,0.6807692307692308,0.6923076923076923
Healthy vs AD,Frequency+Graph_MI+Graph_Corr,XGBoost,13,0.7051282051282051,0.6923076923076923,0.6807692307692308,0.6923076923076923
Healthy vs AD,Frequency+Graph_MI+Graph_Corr,Random Forest,14,0.4230769230769231,0.46153846153846156,0.4193061840120664,0.46153846153846156
Healthy vs AD,Frequency+Graph_MI+Graph_Corr,XGBoost,14,0.6134615384615384,0.6153846153846154,0.6107226107226107,0.6153846153846154
Healthy vs AD,Frequency+Graph_MI+Graph_Corr,Random Forest,15,0.5299145299145299,0.5384615384615384,0.5211538461538462,0.5384615384615384
Healthy vs AD,Frequency+Graph_MI+Graph_Corr,XGBoost,15,0.6134615384615384,0.6153846153846154,0.6107226107226107,0.6153846153846154
Healthy vs AD,Frequency+Graph_MI+Graph_Corr,Random Forest,16,0.7051282051282051,0.6923076923076923,0.6807692307692308,0.6923076923076923
Healthy vs AD,Frequency+Graph_MI+Graph_Corr,XGBoost,16,0.6923076923076923,0.6923076923076923,0.6923076923076923,0.6923076923076923
Healthy vs AD,Frequency+Graph_MI+Graph_Corr,Random Forest,17,0.5299145299145299,0.5384615384615384,0.5211538461538462,0.5384615384615384
Healthy vs AD,Frequency+Graph_MI+Graph_Corr,XGBoost,17,0.5299145299145299,0.5384615384615384,0.5211538461538462,0.5384615384615384
Healthy vs AD,Frequency+Graph_MI+Graph_Corr,Random Forest,18,0.6134615384615384,0.6153846153846154,0.6107226107226107,0.6153846153846154
Healthy vs AD,Frequency+Graph_MI+Graph_Corr,XGBoost,18,0.6307692307692307,0.6153846153846154,0.5852187028657616,0.6153846153846154
Healthy vs FTD,Frequency+Graph_MI+Graph_Corr,Random Forest,0,0.8295454545454546,0.7272727272727273,0.7132867132867133,0.7272727272727273
Healthy vs FTD,Frequency+Graph_MI+Graph_Corr,XGBoost,0,0.6363636363636364,0.6363636363636364,0.6363636363636364,0.6363636363636364
Healthy vs FTD,Frequency+Graph_MI+Graph_Corr,Random Forest,1,0.6363636363636364,0.6363636363636364,0.6363636363636364,0.6363636363636364
Healthy vs FTD,Frequency+Graph_MI+Graph_Corr,XGBoost,1,0.8181818181818182,0.8181818181818182,0.8181818181818182,0.8181818181818182
Healthy vs FTD,Frequency+Graph_MI+Graph_Corr,Random Forest,2,0.4242424242424242,0.45454545454545453,0.4253246753246753,0.45454545454545453
Healthy vs FTD,Frequency+Graph_MI+Graph_Corr,XGBoost,2,0.4242424242424242,0.45454545454545453,0.4253246753246753,0.45454545454545453
Healthy vs FTD,Frequency+Graph_MI+Graph_Corr,Random Forest,3,0.4242424242424242,0.45454545454545453,0.4253246753246753,0.45454545454545453
Healthy vs FTD,Frequency+Graph_MI+Graph_Corr,XGBoost,3,0.3474025974025974,0.36363636363636365,0.35275835275835277,0.36363636363636365
Healthy vs FTD,Frequency+Graph_MI+Graph_Corr,Random Forest,4,0.5545454545454546,0.5454545454545454,0.5454545454545454,0.5454545454545454
Healthy vs FTD,Frequency+Graph_MI+Graph_Corr,XGBoost,4,0.5545454545454546,0.5454545454545454,0.5454545454545454,0.5454545454545454
Healthy vs FTD,Frequency+Graph_MI+Graph_Corr,Random Forest,5,0.45454545454545453,0.45454545454545453,0.45454545454545453,0.45454545454545453
